table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,,
"Table 1. Annual Estimates of the Population of Metropolitan and Micropolitan Statistical Areas: April 1, 2000 to July 1, 2009",,,,,,,,,,,,,,
"CBSA
Code","Metro
Division
Code",Geographic area,Population estimates,,,,,,,,,,"April 1, 2000",
,,,"July 1,
2009","July 1,
2008","July 1,
2007","July 1,
2006","July 1,
2005","July 1,
2004","July 1,
2003","July 1,
2002","July 1,
2001","July 1,
2000",Estimates base,Census
,,Metropolitan statistical areas,,,,,,,,,,,,
,,(Titles of metropolitan divisions are indented.),,,,,,,,,,,,
45460,,"Terre Haute, IN","169,825","169,812","169,985","169,931","169,110","168,763","169,468","169,428","170,199","170,813","170,954","170,943"
45500,,"Texarkana, TX-Texarkana, AR","137,486","135,981","134,465","133,903","132,227","131,513","130,750","130,177","129,861","129,681","129,754","129,749"
45780,,"Toledo, OH","672,220","673,345","675,351","673,647","673,162","671,681","669,292","666,252","663,781","659,224","659,187","659,188"
45820,,"Topeka, KS","230,824","229,774","228,615","227,488","227,102","226,331","225,567","225,024","224,906","224,800","224,549","224,551"
45940,,"Trenton-Ewing, NJ","366,222","364,571","363,402","362,813","361,882","361,225","358,669","356,098","353,965","351,561","350,761","350,761"
46060,,"Tucson, AZ","1,020,200","1,009,832","996,593","975,476","948,965","924,205","903,320","886,063","865,694","848,521","843,742","843,746"
46140,,"Tulsa, OK","929,015","916,037","905,678","892,635","881,652","877,172","876,919","874,815","867,707","861,369","859,533","859,532"
46220,,"Tuscaloosa, AL","210,839","208,902","206,189","203,919","199,453","196,461","195,194","194,497","194,245","193,425","193,115","192,034"
46340,,"Tyler, TX","204,665","201,160","198,018","194,404","189,910","186,172","183,345","180,546","177,511","175,500","174,706","174,706"
46540,,"Utica-Rome, NY","293,280","292,833","293,381","293,410","294,436","295,682","295,786","296,402","297,652","299,428","299,898","299,896"
46660,,"Valdosta, GA","135,804","133,675","130,229","128,599","126,132","124,461","122,419","121,497","119,755","119,741","119,566","119,560"
46700,,"Vallejo-Fairfield, CA","407,234","406,293","405,994","406,181","406,605","408,346","408,397","407,855","403,862","396,974","394,545","394,542"
47020,,"Victoria, TX","115,396","114,256","113,452","112,576","112,300","112,562","112,413","112,257","112,340","111,650","111,668","111,663"
47220,,"Vineland-Millville-Bridgeton, NJ","157,745","156,784","155,402","153,910","152,489","150,227","148,722","147,590","146,673","146,362","146,442","146,438"
47260,,"Virginia Beach-Norfolk-Newport News, VA-NC","1,674,498","1,670,225","1,671,637","1,672,386","1,659,317","1,651,753","1,631,596","1,610,000","1,589,404","1,580,387","1,576,925","1,576,370"
47300,,"Visalia-Porterville, CA","429,668","422,343","416,189","409,641","403,653","394,996","386,399","378,285","372,592","368,628","368,021","368,021"
47380,,"Waco, TX","233,378","230,849","228,241","225,559","223,819","222,335","219,485","217,272","215,561","214,093","213,519","213,517"
47580,,"Warner Robins, GA","135,715","133,470","131,291","128,214","125,862","123,811","119,996","116,390","113,289","111,248","110,765","110,765"
47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV","5,476,241","5,377,936","5,313,033","5,265,012","5,229,267","5,158,524","5,086,376","5,014,571","4,927,274","4,821,031","4,796,074","4,796,183"
47900,13644,".Bethesda-Frederick-Rockville, MD","1,199,580","1,180,210","1,166,469","1,157,192","1,148,332","1,137,383","1,127,775","1,114,738","1,095,269","1,073,885","1,068,622","1,068,618"
47900,47894,".Washington-Arlington-Alexandria, DC-VA-MD-WV","4,276,661","4,197,726","4,146,564","4,107,820","4,080,935","4,021,141","3,958,601","3,899,833","3,832,005","3,747,146","3,727,452","3,727,565"
47940,,"Waterloo-Cedar Falls, IA","164,913","163,659","162,455","162,314","161,861","161,691","161,540","162,133","163,342","163,668","163,707","163,706"
48140,,"Wausau, WI","131,612","131,043","129,993","128,834","127,532","126,710","126,400","126,299","126,127","125,905","125,836","125,834"
48260,,"Weirton-Steubenville, WV-OH","120,929","121,682","122,302","123,721","125,255","126,475","127,768","128,871","130,231","131,618","131,995","132,008"
48300,,"Wenatchee-East Wenatchee, WA","109,937","108,301","106,999","105,289","103,539","102,132","100,782","99,944","99,476","99,379","99,216","99,219"
48540,,"Wheeling, WV-OH","144,637","144,986","145,957","146,735","147,397","148,555","149,422","150,653","151,320","152,850","153,188","153,172"
48620,,"Wichita, KS","612,683","603,205","595,342","588,228","583,759","581,206","579,800","578,622","574,528","572,045","571,173","571,166"
48660,,"Wichita Falls, TX","147,421","147,607","148,238","149,444","149,800","151,064","150,809","150,331","150,142","151,584","151,524","151,524"
48700,,"Williamsport, PA","116,840","116,666","116,838","117,186","117,687","118,075","118,243","118,523","119,115","119,957","120,048","120,044"
48900,,"Wilmington, NC","354,525","348,054","339,517","329,375","316,442","304,149","294,349","288,186","281,734","275,827","274,493","274,532"
49020,,"Winchester, VA-WV","123,989","122,620","121,134","118,840","115,902","112,877","110,341","108,235","105,884","103,566","102,996","102,997"
49180,,"Winston-Salem, NC","484,921","480,063","471,997","463,033","452,906","445,001","439,368","435,380","429,861","423,413","421,964","421,961"
49340,,"Worcester, MA","803,701","799,343","796,024","792,315","787,246","782,748","778,060","771,243","762,851","752,684","749,973","750,963"
49420,,"Yakima, WA","239,054","234,881","232,288","230,171","228,163","227,013","224,950","223,394","222,806","222,696","222,579","222,581"
49620,,"York-Hanover, PA","428,937","425,766","421,589","414,969","406,555","399,490","393,622","388,885","385,397","382,749","381,753","381,751"
49660,,"Youngstown-Warren-Boardman, OH-PA","562,963","566,425","571,145","576,344","580,716","585,692","589,856","593,748","598,499","602,171","602,981","602,964"
49700,,"Yuba City, CA","165,539","164,992","163,195","159,758","154,699","150,031","147,529","144,166","141,280","139,483","139,149","139,149"
49740,,"Yuma, AZ","196,972","193,299","189,181","185,267","180,194","174,000","169,297","166,071","163,167","160,675","160,026","160,026"
,,,,,,,,,,,,,,
,,Micropolitan statistical areas,,,,,,,,,,,,
10020,,"Abbeville, LA","56,141","56,068","55,629","55,313","54,909","54,368","54,161","54,223","53,952","53,966","53,993","53,807"
10100,,"Aberdeen, SD","39,139","38,991","39,026","38,886","38,943","38,931","39,005","39,116","39,401","39,735","39,827","39,827"
10140,,"Aberdeen, WA","71,797","71,447","71,343","70,854","70,144","69,634","69,036","68,313","68,004","67,149","67,192","67,194"
10220,,"Ada, OK","37,422","36,948","36,411","35,721","35,439","35,234","35,146","35,010","34,917","35,162","35,143","35,143"
10300,,"Adrian, MI","99,837","100,720","101,184","101,249","100,939","100,911","100,466","100,167","99,573","99,070","98,947","98,890"
10460,,"Alamogordo, NM","63,201","63,329","63,306","62,872","63,322","63,363","62,293","61,540","61,403","62,231","62,299","62,298"
10540,,"Albany-Lebanon, OR","116,584","115,369","113,094","110,923","108,244","106,894","106,095","104,645","103,594","103,015","103,083","103,069"
10620,,"Albemarle, NC","59,794","59,685","59,183","58,585","58,434","58,252","58,433","58,512","58,596","58,255","58,102","58,100"
10660,,"Albert Lea, MN","31,002","30,977","31,235","31,364","31,479","31,767","31,885","31,964","32,430","32,542","32,584","32,584"
10700,,"Albertville, AL","90,399","89,200","87,970","86,760","85,298","84,161","83,592","82,922","82,191","82,333","82,231","82,231"
10760,,"Alexander City, AL","51,564","51,644","51,580","51,576","51,409","51,761","52,116","52,486","53,136","53,586","53,679","53,677"
10820,,"Alexandria, MN","36,390","36,224","35,970","35,526","35,160","34,607","34,166","33,657","33,248","32,919","32,824","32,821"
10860,,"Alice, TX","41,001","40,963","41,055","40,683","40,680","40,504","40,147","39,939","39,767","39,375","39,332","39,326"
10880,,"Allegan, MI","113,449","113,355","112,920","112,414","111,945","111,153","109,920","108,798","107,752","106,048","105,665","105,665"
10940,,"Alma, MI","41,948","42,339","42,388","42,326","42,149","42,318","42,336","42,316","42,463","42,473","42,283","42,285"
10980,,"Alpena, MI","29,289","29,600","29,732","29,807","30,162","30,476","30,638","30,845","31,126","31,276","31,311","31,314"
11060,,"Altus, OK","25,369","25,336","25,739","26,241","26,471","27,181","27,203","27,347","27,890","28,254","28,439","28,439"
11140,,"Americus, GA","36,409","36,584","36,685","36,481","36,304","36,505","36,786","36,881","37,004","37,036","36,966","36,966"
11220,,"Amsterdam, NY","48,616","48,623","48,606","48,681","48,634","48,768","48,938","49,006","49,336","49,653","49,708","49,708"
11380,,"Andrews, TX","14,057","13,662","13,144","12,868","12,743","12,794","12,816","12,887","12,769","12,911","13,004","13,004"
11420,,"Angola, IN","33,579","33,513","33,496","33,591","33,543","33,413","33,552","33,350","33,476","33,316","33,214","33,214"
11580,,"Arcadia, FL","35,297","35,036","35,096","34,764","34,258","34,240","33,531","32,662","32,603","32,262","32,209","32,209"
11620,,"Ardmore, OK","57,450","56,813","56,349","56,028","55,660","55,547","54,993","54,680","54,324","54,418","54,450","54,452"
11660,,"Arkadelphia, AR","23,835","23,883","23,684","23,392","23,209","23,237","23,294","23,548","23,654","23,508","23,546","23,546"
11740,,"Ashland, OH","55,044","54,982","54,810","54,317","53,958","53,609","53,454","53,045","52,823","52,584","52,527","52,523"
11780,,"Ashtabula, OH","100,767","100,973","101,400","101,686","102,051","102,262","102,473","102,609","102,665","102,745","102,728","102,728"
11820,,"Astoria, OR","37,243","37,093","37,088","36,763","36,447","36,060","35,778","35,606","35,542","35,571","35,630","35,630"
11860,,"Atchison, KS","16,411","16,374","16,447","16,548","16,567","16,700","16,688","16,699","16,792","16,765","16,774","16,774"
11900,,"Athens, OH","63,026","63,199","62,863","63,136","63,143","62,475","63,258","63,055","62,832","62,323","62,223","62,223"
11940,,"Athens, TN","52,739","52,574","52,115","51,753","51,092","50,498","50,278","50,052","49,786","49,171","49,010","49,015"
11980,,"Athens, TX","78,921","78,757","78,813","78,923","78,459","78,224","76,703","75,046","74,033","73,540","73,276","73,277"
12140,,"Auburn, IN","42,060","42,023","41,834","41,494","41,382","41,169","40,918","40,621","40,449","40,400","40,285","40,285"
12180,,"Auburn, NY","79,526","79,755","79,932","80,225","80,532","80,843","81,073","81,240","81,275","81,925","81,961","81,963"
12300,,"Augusta-Waterville, ME","121,090","121,151","120,751","120,633","120,259","119,708","119,139","118,423","117,967","117,214","117,115","117,114"
12380,,"Austin, MN","38,215","37,985","38,066","38,139","38,192","38,534","38,459","38,498","38,679","38,673","38,604","38,603"
12460,,"Bainbridge, GA","28,838","28,754","28,543","28,377","27,962","28,125","28,064","28,079","27,982","28,245","28,240","28,240"
12660,,"Baraboo, WI","58,922","58,830","58,327","57,761","57,356","56,848","56,222","55,767","55,394","55,339","55,225","55,225"
12740,,"Barre, VT","58,696","58,677","58,702","58,911","58,952","58,766","58,732","58,768","58,477","58,091","58,056","58,039"
12780,,"Bartlesville, OK","50,706","50,556","49,903","49,058","48,740","48,890","48,911","48,988","48,875","48,977","48,996","48,996"
12820,,"Bastrop, LA","28,223","28,425","28,588","29,152","29,418","29,946","30,263","30,362","30,631","30,962","31,021","31,021"
12860,,"Batavia, NY","57,868","57,950","58,159","58,362","58,701","59,096","59,506","59,647","59,892","60,329","60,370","60,370"
12900,,"Batesville, AR","34,634","34,508","34,516","34,377","34,277","34,269","34,119","34,138","34,162","34,270","34,233","34,233"
13060,,"Bay City, TX","36,978","37,038","36,732","36,973","37,320","37,571","37,832","37,795","37,912","37,958","37,957","37,957"
13100,,"Beatrice, NE","22,653","22,852","23,071","23,068","23,029","23,188","23,161","23,112","23,089","22,975","22,993","22,993"
13180,,"Beaver Dam, WI","87,335","87,843","87,735","87,849","87,224","87,377","86,879","86,641","86,290","86,015","85,907","85,897"
13220,,"Beckley, WV","79,187","78,730","78,607","78,380","78,526","78,600","78,587","78,851","78,329","79,046","79,220","79,220"
13260,,"Bedford, IN","45,842","45,856","45,953","45,843","45,962","45,893","46,022","45,964","45,939","45,925","45,920","45,922"
13300,,"Beeville, TX","32,487","32,325","32,437","32,378","32,439","32,635","32,852","31,972","31,815","32,251","32,359","32,359"
13340,,"Bellefontaine, OH","46,582","46,537","46,523","46,197","46,310","46,454","46,415","46,225","45,953","46,016","46,005","46,005"
13420,,"Bemidji, MN","44,350","43,782","43,237","43,015","42,653","42,054","41,620","41,039","40,418","39,799","39,650","39,650"
13500,,"Bennettsville, SC","28,783","28,685","28,911","28,899","27,578","28,087","28,276","28,470","28,547","28,797","28,818","28,818"
13540,,"Bennington, VT","36,411","36,446","36,439","36,552","36,481","36,686","36,798","36,938","36,899","36,976","36,994","36,994"
13620,,"Berlin, NH-VT","37,881","38,376","38,782","38,955","39,273","39,254","39,330","39,355","39,391","39,599","39,569","39,570"
13660,,"Big Rapids, MI","41,775","41,800","41,840","42,160","42,305","42,070","41,697","41,417","40,891","40,655","40,556","40,553"
13700,,"Big Spring, TX","32,940","32,597","32,167","31,880","32,034","32,385","32,599","32,970","33,029","33,453","33,627","33,627"
13860,,"Bishop, CA","17,293","17,223","17,438","17,499","17,737","17,974","18,127","18,079","17,945","17,918","17,945","17,945"
13940,,"Blackfoot, ID","44,668","44,057","43,459","43,080","42,909","42,502","42,403","42,015","42,033","41,748","41,735","41,735"
14100,,"Bloomsburg-Berwick, PA","82,826","82,762","82,543","82,476","82,459","82,545","82,550","82,472","82,516","82,388","82,387","82,387"
14140,,"Bluefield, WV-VA","106,828","106,504","105,407","105,065","104,989","105,552","105,750","105,929","105,826","107,350","107,578","107,578"
14180,,"Blytheville, AR","46,605","46,760","46,610","46,736","47,178","47,603","48,412","49,877","50,970","51,827","51,979","51,979"
14220,,"Bogalusa, LA","45,669","45,554","45,059","44,017","43,919","43,748","43,691","43,767","43,776","43,890","43,926","43,926"
14300,,"Bonham, TX","32,999","33,018","32,872","32,870","32,659","32,247","32,062","31,588","31,307","31,342","31,242","31,242"
14340,,"Boone, IA","26,072","26,186","26,297","26,246","26,311","26,224","26,123","26,032","26,210","26,247","26,216","26,224"
14380,,"Boone, NC","45,479","45,421","44,584","44,227","43,471","43,187","43,343","43,413","43,246","42,808","42,703","42,695"
14420,,"Borger, TX","21,538","21,411","21,716","21,840","21,902","22,242","22,603","23,023","23,176","23,769","23,857","23,857"
14580,,"Bozeman, MT","90,343","89,812","87,300","84,498","80,708","77,439","74,723","72,000","70,196","68,369","67,832","67,831"
14620,,"Bradford, PA","43,196","43,436","43,629","43,964","43,886","44,345","44,807","45,346","45,218","45,780","45,936","45,936"
14660,,"Brainerd, MN","91,257","91,052","90,247","89,490","88,396","87,294","86,177","85,071","83,743","82,588","82,252","82,249"
14700,,"Branson, MO","79,447","78,769","77,332","75,463","73,578","72,484","71,427","70,243","69,139","68,677","68,361","68,361"
14780,,"Brenham, TX","32,893","32,412","32,071","31,893","31,491","31,187","30,909","30,735","30,469","30,420","30,373","30,373"
14820,,"Brevard, NC","30,203","30,155","29,958","29,684","29,430","29,228","29,164","29,378","29,267","29,342","29,297","29,334"
14940,,"Brigham City, UT","49,902","49,059","47,863","46,722","45,938","45,575","45,229","44,522","43,632","42,872","42,751","42,745"
15020,,"Brookhaven, MS","34,830","34,650","34,313","34,137","33,645","33,418","33,344","33,295","33,164","33,149","33,166","33,166"
15060,,"Brookings, OR","21,148","21,235","21,507","21,809","22,064","21,924","21,490","21,373","21,097","21,104","21,137","21,137"
15100,,"Brookings, SD","30,056","29,854","29,517","29,198","28,559","28,645","28,605","28,539","28,356","28,295","28,220","28,220"
15140,,"Brownsville, TN","18,881","19,030","19,165","19,299","19,402","19,590","19,472","19,547","19,844","19,819","19,797","19,797"
15220,,"Brownwood, TX","38,088","38,106","38,229","38,507","38,197","37,960","37,629","37,813","37,624","37,713","37,674","37,674"
15340,,"Bucyrus, OH","43,403","43,738","44,147","44,460","45,159","45,490","45,722","46,173","46,512","46,881","46,966","46,966"
15420,,"Burley, ID","40,924","40,284","39,634","39,358","39,569","39,846","40,361","40,733","41,001","41,484","41,590","41,590"
15460,,"Burlington, IA-IL","48,412","48,266","48,185","48,055","48,333","48,657","49,096","49,410","50,098","50,493","50,564","50,564"
15580,,"Butte-Silver Bow, MT","32,949","32,776","32,590","32,646","32,737","32,869","33,052","33,351","33,717","34,520","34,610","34,606"
15620,,"Cadillac, MI","46,391","46,662","46,662","46,623","46,617","46,325","46,091","45,588","45,282","45,068","44,961","44,962"
15660,,"Calhoun, GA","53,292","52,964","52,005","50,931","49,608","48,653","47,550","46,568","45,560","44,388","44,104","44,104"
15700,,"Cambridge, MD","32,043","32,017","31,762","31,299","31,110","30,847","30,460","30,428","30,600","30,586","30,675","30,674"
15740,,"Cambridge, OH","40,054","40,182","40,384","40,433","40,606","40,852","41,048","40,952","40,832","40,792","40,792","40,792"
15780,,"Camden, AR","30,628","31,042","31,496","31,807","32,161","32,359","32,882","33,212","33,629","34,402","34,534","34,534"
15820,,"Campbellsville, KY","24,420","24,253","24,093","23,980","23,767","23,554","23,409","23,373","22,961","22,917","22,924","22,927"
15860,,"Canon City, CO","47,815","47,677","47,340","47,203","46,930","46,858","47,108","47,197","46,747","46,277","46,145","46,145"
15900,,"Canton, IL","36,652","36,714","36,831","36,984","37,121","37,372","37,516","37,488","37,847","38,240","38,250","38,250"
16060,,"Carbondale, IL","58,103","58,151","58,216","59,064","59,095","58,711","58,750","58,577","59,354","59,612","59,627","59,612"
16100,,"Carlsbad-Artesia, NM","52,706","51,774","51,256","50,770","50,236","50,856","50,746","50,838","50,697","51,419","51,658","51,658"
16260,,"Cedar City, UT","45,280","44,194","43,283","41,703","39,298","37,030","36,061","35,648","34,724","33,989","33,779","33,779"
16340,,"Cedartown, GA","42,298","42,081","41,447","40,946","40,300","39,950","39,616","39,409","38,783","38,258","38,127","38,127"
16380,,"Celina, OH","40,666","40,760","40,809","40,814","40,755","40,726","40,712","40,774","40,786","40,908","40,924","40,924"
16420,,"Central City, KY","31,274","31,279","31,450","31,429","31,458","31,523","31,505","31,598","31,755","31,796","31,839","31,839"
16460,,"Centralia, IL","39,008","39,422","39,584","39,736","39,688","40,035","40,454","40,893","41,365","41,687","41,691","41,691"
16500,,"Centralia, WA","74,741","74,362","73,699","72,833","71,661","70,722","70,146","69,349","68,899","68,618","68,600","68,600"
16540,,"Chambersburg, PA","144,994","143,787","142,008","139,978","137,012","134,274","132,441","131,257","130,160","129,538","129,308","129,313"
16660,,"Charleston-Mattoon, IL","62,781","62,914","63,065","63,094","62,879","63,276","63,249","63,064","63,458","64,334","64,449","64,449"
16900,,"Chester, SC","32,410","32,732","32,645","32,658","32,887","33,240","33,606","33,873","33,938","34,111","34,072","34,068"
17060,,"Chillicothe, OH","75,972","76,129","75,927","75,316","74,800","74,326","74,303","73,895","73,590","73,448","73,344","73,345"
17200,,"Claremont, NH","42,692","42,813","42,755","42,653","42,290","42,059","41,721","41,184","40,867","40,552","40,458","40,458"
17220,,"Clarksburg, WV","92,441","92,099","91,502","91,554","91,344","91,192","91,117","91,227","91,396","92,055","92,143","92,144"
17260,,"Clarksdale, MS","26,936","27,184","27,553","27,915","28,265","28,828","29,295","29,846","30,275","30,550","30,622","30,622"
17340,,"Clearlake, CA","65,279","65,092","64,644","64,623","64,143","63,390","62,692","61,674","60,321","58,551","58,309","58,309"
17380,,"Cleveland, MS","36,766","36,997","37,384","37,614","37,567","38,260","38,824","39,207","40,062","40,470","40,633","40,633"
17500,,"Clewiston, FL","39,594","39,602","39,399","39,106","38,521","37,221","36,424","36,248","36,173","36,326","36,210","36,210"
17540,,"Clinton, IA","48,934","49,062","49,084","49,264","49,299","49,380","49,487","49,614","49,845","50,045","50,149","50,149"
17580,,"Clovis, NM","44,407","43,806","45,108","45,660","45,951","45,855","45,051","44,711","44,656","44,901","45,044","45,044"
17700,,"Coffeyville, KS","34,254","34,277","34,402","34,265","34,212","34,493","34,648","35,154","35,750","36,205","36,261","36,252"
17740,,"Coldwater, MI","44,737","45,780","46,253","46,326","46,354","46,506","46,459","46,535","46,022","45,874","45,787","45,787"
17940,,"Columbia, TN","84,302","82,727","80,420","77,860","75,639","74,235","72,754","71,265","70,161","69,694","69,498","69,498"
18060,,"Columbus, MS","59,658","59,225","59,525","59,606","59,481","59,942","60,228","60,689","60,971","61,503","61,586","61,586"
18100,,"Columbus, NE","32,515","32,001","31,805","31,415","31,121","30,867","30,911","31,059","31,391","31,518","31,568","31,662"
18180,,"Concord, NH","149,071","148,979","148,584","147,871","146,275","144,745","143,278","141,466","138,635","136,648","136,223","136,225"
18220,,"Connersville, IN","24,101","24,236","24,277","24,369","24,581","24,750","24,882","25,061","25,251","25,556","25,588","25,588"
18260,,"Cookeville, TN","104,366","103,224","101,726","100,393","98,543","97,464","96,175","95,507","94,524","93,708","93,415","93,417"
18300,,"Coos Bay, OR","62,795","62,970","63,149","63,602","63,636","63,063","62,525","62,234","62,161","62,668","62,788","62,779"
18340,,"Corbin, KY","38,813","38,643","38,282","37,860","37,688","37,321","36,975","36,669","36,444","35,970","35,870","35,865"
18380,,"Cordele, GA","22,210","22,233","22,179","21,914","21,774","21,778","21,755","21,993","22,025","21,971","21,996","21,996"
18420,,"Corinth, MS","35,822","35,825","35,758","35,433","35,075","34,961","34,706","34,746","34,652","34,606","34,558","34,558"
18460,,"Cornelia, GA","43,613","42,975","42,164","40,873","39,323","38,668","38,188","37,555","36,990","36,123","35,896","35,902"
18500,,"Corning, NY","96,552","96,452","96,430","96,648","97,287","97,735","98,253","98,996","98,935","98,776","98,728","98,726"
18620,,"Corsicana, TX","49,440","49,034","48,818","48,782","48,159","47,692","47,036","46,631","45,994","45,312","45,124","45,124"
18660,,"Cortland, NY","47,996","48,131","48,313","48,279","48,315","48,780","48,802","48,410","48,601","48,571","48,599","48,599"
18740,,"Coshocton, OH","35,767","35,917","36,247","36,497","36,648","36,843","36,842","36,858","36,817","36,691","36,655","36,655"
18820,,"Crawfordsville, IN","37,862","37,857","37,840","37,735","37,848","37,595","37,498","37,745","37,774","37,603","37,629","37,629"
18860,,"Crescent City, CA","29,114","28,873","28,746","28,441","28,471","28,085","27,722","27,485","27,341","27,471","27,507","27,507"
18900,,"Crossville, TN","54,109","53,765","53,264","52,263","50,859","49,888","49,090","48,597","47,694","47,024","46,801","46,802"
18940,,"Crowley, LA","60,095","59,936","59,715","59,585","58,750","58,620","58,740","58,799","58,729","58,817","58,869","58,861"
18980,,"Cullman, AL","81,778","81,518","80,602","79,871","79,382","78,711","78,110","77,814","77,661","77,580","77,483","77,483"
19020,,"Culpeper, VA","46,502","46,264","45,719","44,174","41,956","39,729","38,157","36,663","35,326","34,471","34,263","34,262"
19220,,"Danville, KY","54,435","54,189","54,078","53,804","53,445","52,810","52,060","51,693","51,423","51,167","51,058","51,058"
19300,,"Daphne-Fairhope-Foley, AL","179,878","176,212","172,815","168,516","162,564","156,573","151,707","148,141","144,988","141,358","140,415","140,415"
19540,,"Decatur, IN","34,256","34,105","33,847","33,788","33,779","33,758","33,699","33,516","33,563","33,612","33,625","33,625"
19580,,"Defiance, OH","38,432","38,524","38,470","38,579","38,574","38,739","38,916","39,124","39,367","39,452","39,501","39,500"
19620,,"Del Rio, TX","48,165","47,705","47,521","47,241","47,033","46,927","46,298","45,480","45,110","45,023","44,856","44,856"
19700,,"Deming, NM","27,044","27,095","26,800","26,545","26,134","25,655","25,397","25,085","24,862","24,989","25,015","25,016"
19760,,"De Ridder, LA","35,419","35,099","34,775","34,624","34,225","33,705","33,313","33,078","33,061","33,025","32,979","32,986"
19860,,"Dickinson, ND","23,674","23,315","23,189","22,855","22,888","22,886","22,917","23,012","23,241","23,430","23,523","23,524"
19900,,"Dillon, SC","30,912","30,778","30,735","30,748","30,711","30,817","30,771","30,791","30,881","30,675","30,722","30,722"
19940,,"Dixon, IL","34,919","35,075","35,150","34,963","34,863","35,072","35,096","35,477","35,913","36,053","36,062","36,062"
19980,,"Dodge City, KS","33,692","32,710","32,649","32,443","32,706","32,555","32,505","32,150","32,284","32,574","32,459","32,458"
20060,,"Douglas, GA","49,098","48,940","48,518","47,930","47,121","46,728","46,679","46,234","45,821","45,176","45,021","45,022"
20140,,"Dublin, GA","57,595","57,421","56,894","56,128","55,522","55,265","55,116","54,527","53,616","53,515","53,434","53,434"
20180,,"DuBois, PA","82,324","82,574","82,895","82,673","81,943","82,142","82,467","82,960","82,973","83,368","83,380","83,382"
20300,,"Dumas, TX","20,736","20,200","19,816","19,969","19,809","19,980","19,906","19,947","20,172","20,102","20,121","20,121"
20340,,"Duncan, OK","43,487","43,351","43,148","42,751","42,544","42,446","42,255","42,460","42,623","43,072","43,182","43,182"
20380,,"Dunn, NC","115,761","112,025","108,606","105,318","102,715","100,220","98,292","96,526","93,552","91,414","90,949","91,025"
20420,,"Durango, CO","51,464","50,633","49,668","48,834","47,792","46,905","46,258","45,979","45,103","44,221","43,949","43,941"
20460,,"Durant, OK","40,783","40,463","39,474","38,956","37,658","37,367","36,872","36,768","36,462","36,597","36,534","36,534"
20540,,"Dyersburg, TN","37,811","37,722","37,680","37,689","37,586","37,291","37,161","37,068","37,108","37,320","37,279","37,279"
20580,,"Eagle Pass, TX","53,203","51,833","50,999","50,615","49,852","49,408","48,959","48,315","47,561","47,357","47,297","47,297"
20620,,"East Liverpool-Salem, OH","107,722","108,106","108,785","109,319","109,481","110,395","110,824","111,061","111,395","112,093","112,075","112,075"
20660,,"Easton, MD","36,262","36,112","36,077","36,063","35,657","35,201","34,563","34,360","34,103","33,890","33,812","33,812"
20700,,"East Stroudsburg, PA","166,355","165,540","164,670","162,891","160,169","156,762","152,999","148,277","143,560","139,771","138,690","138,687"
20780,,"Edwards, CO","61,699","60,018","58,422","56,778","55,372","54,014","53,003","52,296","51,220","49,819","49,487","49,471"
20820,,"Effingham, IL","34,424","34,274","34,246","34,315","34,384","34,520","34,422","34,309","34,358","34,260","34,264","34,264"
20900,,"El Campo, TX","41,000","40,863","40,801","41,009","40,923","40,954","41,005","40,937","41,007","41,228","41,188","41,188"
20980,,"El Dorado, AR","42,782","43,005","42,933","43,460","43,605","44,151","44,602","45,021","45,047","45,572","45,629","45,629"
21020,,"Elizabeth City, NC","64,042","63,846","62,694","60,855","58,940","56,875","55,421","54,368","53,446","53,220","53,142","53,150"
21120,,"Elk City, OK","21,116","21,494","20,787","19,315","18,630","18,164","19,205","19,849","19,778","19,744","19,799","19,799"
21220,,"Elko, NV","49,603","48,783","48,529","47,170","45,801","44,964","44,934","45,640","46,622","46,863","46,942","46,942"
21260,,"Ellensburg, WA","39,532","39,151","38,384","38,057","37,015","36,545","35,424","34,777","33,894","33,511","33,362","33,362"
21380,,"Emporia, KS","36,399","38,139","38,569","38,535","38,689","38,867","38,687","38,769","38,986","38,994","38,965","38,965"
21420,,"Enid, OK","58,928","58,053","57,434","57,145","56,940","57,169","57,149","57,115","57,181","57,690","57,813","57,813"
21460,,"Enterprise-Ozark, AL","96,782","96,173","95,069","93,677","93,478","93,403","93,238","92,829","92,582","92,608","92,748","92,744"
21540,,"Escanaba, MI","36,918","37,243","37,387","37,703","37,813","37,995","38,060","38,252","38,336","38,547","38,520","38,520"
21580,,"Espanola, NM","40,678","40,609","40,778","40,758","40,546","40,638","40,643","40,902","40,991","41,245","41,188","41,190"
21640,,"Eufaula, AL-GA","32,396","32,521","32,385","32,197","32,051","31,978","32,006","31,873","31,852","31,638","31,636","31,636"
21700,,"Eureka-Arcata-Fortuna, CA","129,623","128,852","128,564","129,033","128,943","128,694","128,219","127,779","127,002","126,403","126,518","126,518"
21740,,"Evanston, WY","20,927","20,537","20,071","19,631","19,431","19,419","19,440","19,567","19,406","19,662","19,742","19,742"
21860,,"Fairmont, MN","20,245","20,383","20,406","20,492","20,714","20,847","20,993","21,202","21,425","21,772","21,802","21,802"
21900,,"Fairmont, WV","56,706","56,538","56,732","56,485","56,377","56,213","56,273","56,160","56,162","56,504","56,598","56,598"
